nohup: ignoring input
/bin/bash: /opt/conda/lib/libtinfo.so.6: no version information available (required by /bin/bash)
==========================================
Starting CTGAN sample generation on GPU 0
==========================================

=== Processing 7000 samples ===
Running ctgan_sample_7000_1.py...
[I 2025-12-17 11:10:00,009] A new study created in memory with name: no-name-62666be6-ea93-4bce-83e6-c7505848095b
[I 2025-12-17 11:10:21,026] Trial 0 finished with value: -16.958676822986835 and parameters: {'embedding_dim': 117, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 0 with value: -16.958676822986835.
[I 2025-12-18 02:54:35,517] Trial 13 finished with value: -62.52217667735287 and parameters: {'embedding_dim': 86, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:54:42,340] Trial 14 finished with value: -105.36672492207754 and parameters: {'embedding_dim': 107, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:54:47,198] Trial 15 finished with value: -2.2028720414335035 and parameters: {'embedding_dim': 90, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:54:59,008] Trial 16 finished with value: -136.21980381110677 and parameters: {'embedding_dim': 74, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 2}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:55:05,658] Trial 17 finished with value: -303.360601340668 and parameters: {'embedding_dim': 128, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:55:11,494] Trial 18 finished with value: -159.06083370344479 and parameters: {'embedding_dim': 110, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:55:26,351] Trial 19 finished with value: -30.581129570155216 and parameters: {'embedding_dim': 64, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:55:32,956] Trial 20 finished with value: -75.01855117519126 and parameters: {'embedding_dim': 93, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:55:39,561] Trial 21 finished with value: -1.2899831698174062 and parameters: {'embedding_dim': 101, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:55:46,139] Trial 22 finished with value: -236.03897566621774 and parameters: {'embedding_dim': 102, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:55:52,758] Trial 23 finished with value: -65.68855319347206 and parameters: {'embedding_dim': 109, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:55:59,368] Trial 24 finished with value: -115.9236638025478 and parameters: {'embedding_dim': 82, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:56:09,421] Trial 25 finished with value: -66.47260602740927 and parameters: {'embedding_dim': 96, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 2}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:56:16,040] Trial 26 finished with value: -199.94724592083855 and parameters: {'embedding_dim': 111, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:56:22,709] Trial 27 finished with value: -84.57102463143801 and parameters: {'embedding_dim': 104, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:56:28,545] Trial 28 finished with value: -1.6309559449618631 and parameters: {'embedding_dim': 98, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:56:36,239] Trial 29 finished with value: -3.5301091546370347 and parameters: {'embedding_dim': 91, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:56:42,080] Trial 30 finished with value: -151.92414631781358 and parameters: {'embedding_dim': 123, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:56:47,841] Trial 31 finished with value: -145.13336722044397 and parameters: {'embedding_dim': 100, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:56:53,654] Trial 32 finished with value: -194.37494580678188 and parameters: {'embedding_dim': 99, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:56:57,605] Trial 33 finished with value: -200.96730060536044 and parameters: {'embedding_dim': 88, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:57:20,604] Trial 34 finished with value: -61.509330411875766 and parameters: {'embedding_dim': 112, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:57:27,256] Trial 35 finished with value: -3.0084376471754983 and parameters: {'embedding_dim': 95, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:57:40,890] Trial 36 finished with value: -188.16016751069586 and parameters: {'embedding_dim': 97, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 8, 'batch_size': 128, 'discriminator_steps': 3}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:57:44,950] Trial 37 finished with value: -52.15955603675911 and parameters: {'embedding_dim': 105, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:58:08,027] Trial 38 finished with value: -53.231776178417284 and parameters: {'embedding_dim': 114, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:58:21,855] Trial 39 finished with value: -125.05563216306962 and parameters: {'embedding_dim': 82, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 128, 'discriminator_steps': 3}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:58:28,532] Trial 40 finished with value: -16.230096497575992 and parameters: {'embedding_dim': 118, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:58:35,133] Trial 41 finished with value: -63.187445098925586 and parameters: {'embedding_dim': 102, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 1 with value: -0.6974710927943178.
[I 2025-12-18 02:58:41,792] Trial 42 finished with value: -0.1341231922104282 and parameters: {'embedding_dim': 101, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 42 with value: -0.1341231922104282.
[I 2025-12-18 02:58:48,448] Trial 43 finished with value: -54.298825857199446 and parameters: {'embedding_dim': 107, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 42 with value: -0.1341231922104282.
[I 2025-12-18 02:58:55,089] Trial 44 finished with value: -6.6212776929646955 and parameters: {'embedding_dim': 98, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 42 with value: -0.1341231922104282.
[I 2025-12-18 02:59:09,801] Trial 45 finished with value: -50.69515936856901 and parameters: {'embedding_dim': 103, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 1}. Best is trial 42 with value: -0.1341231922104282.
[I 2025-12-18 02:59:16,332] Trial 46 finished with value: -30.880786038689834 and parameters: {'embedding_dim': 93, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 42 with value: -0.1341231922104282.
[I 2025-12-18 02:59:22,934] Trial 47 finished with value: -7.513109809540677 and parameters: {'embedding_dim': 107, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 42 with value: -0.1341231922104282.
[I 2025-12-18 02:59:28,707] Trial 48 finished with value: -24.471309165108718 and parameters: {'embedding_dim': 93, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 42 with value: -0.1341231922104282.
[I 2025-12-18 02:59:35,305] Trial 49 finished with value: -262.17307831093393 and parameters: {'embedding_dim': 100, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 42 with value: -0.1341231922104282.
[I 2025-12-18 02:59:42,266] A new study created in memory with name: no-name-937c372a-d784-42f5-a888-b504998b793e
Using device: cuda
Processing ../../data/data_for_modeling/incheon_train.csv: Optimizing CTGAN for class 0...
Processing ../../data/data_for_modeling/incheon_train.csv: Optimizing CTGAN for class 1...
[I 2025-12-18 03:01:10,355] Trial 0 finished with value: -255.00601129165102 and parameters: {'embedding_dim': 501, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 0 with value: -255.00601129165102.
[I 2025-12-18 03:01:41,428] Trial 1 finished with value: -137.3655005393645 and parameters: {'embedding_dim': 133, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 1024, 'discriminator_steps': 4}. Best is trial 1 with value: -137.3655005393645.
[I 2025-12-18 03:02:06,641] Trial 2 finished with value: -382.4334072377357 and parameters: {'embedding_dim': 290, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 1024, 'discriminator_steps': 3}. Best is trial 1 with value: -137.3655005393645.
[I 2025-12-18 03:02:20,169] Trial 3 finished with value: -2160.541704565202 and parameters: {'embedding_dim': 296, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 1024, 'discriminator_steps': 1}. Best is trial 1 with value: -137.3655005393645.
[I 2025-12-18 03:03:15,644] Trial 4 finished with value: -706.5314881750098 and parameters: {'embedding_dim': 275, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 5}. Best is trial 1 with value: -137.3655005393645.
[I 2025-12-18 03:03:46,178] Trial 5 finished with value: -666.0279445898708 and parameters: {'embedding_dim': 498, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 1024, 'discriminator_steps': 4}. Best is trial 1 with value: -137.3655005393645.
[I 2025-12-18 03:04:05,448] Trial 6 finished with value: -294.60907260234995 and parameters: {'embedding_dim': 369, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 1024, 'discriminator_steps': 2}. Best is trial 1 with value: -137.3655005393645.
[I 2025-12-18 03:04:33,020] Trial 7 finished with value: -839.885218414725 and parameters: {'embedding_dim': 478, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 2}. Best is trial 1 with value: -137.3655005393645.
[I 2025-12-18 03:04:46,986] Trial 8 finished with value: -2071.8765254558584 and parameters: {'embedding_dim': 304, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 1024, 'discriminator_steps': 1}. Best is trial 1 with value: -137.3655005393645.
[I 2025-12-18 03:06:27,876] Trial 9 finished with value: -9.655857298407833 and parameters: {'embedding_dim': 229, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 5}. Best is trial 9 with value: -9.655857298407833.
[I 2025-12-18 03:08:09,365] Trial 10 finished with value: -183.70061402135022 and parameters: {'embedding_dim': 176, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 5}. Best is trial 9 with value: -9.655857298407833.
[I 2025-12-18 03:09:34,419] Trial 11 finished with value: -6.234290569758299 and parameters: {'embedding_dim': 128, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 11 with value: -6.234290569758299.
[I 2025-12-18 03:11:16,263] Trial 12 finished with value: -617.7932212232616 and parameters: {'embedding_dim': 210, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 5}. Best is trial 11 with value: -6.234290569758299.
[I 2025-12-18 03:12:40,830] Trial 13 finished with value: -460.3126617653509 and parameters: {'embedding_dim': 224, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 11 with value: -6.234290569758299.
[I 2025-12-18 03:13:47,951] Trial 14 finished with value: -4.155793338722654 and parameters: {'embedding_dim': 130, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:14:55,640] Trial 15 finished with value: -1774.6650586355006 and parameters: {'embedding_dim': 130, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:15:45,976] Trial 16 finished with value: -1015.5358825377994 and parameters: {'embedding_dim': 389, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:16:53,473] Trial 17 finished with value: -42.05338559672762 and parameters: {'embedding_dim': 168, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:17:29,492] Trial 18 finished with value: -544.2345923424307 and parameters: {'embedding_dim': 184, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 8, 'batch_size': 512, 'discriminator_steps': 3}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:18:54,256] Trial 19 finished with value: -128.29877197339817 and parameters: {'embedding_dim': 363, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:19:44,631] Trial 20 finished with value: -144.37539476817545 and parameters: {'embedding_dim': 250, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:21:31,133] Trial 21 finished with value: -778.1905880585 and parameters: {'embedding_dim': 129, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 5}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:23:01,425] Trial 22 finished with value: -4.216595674158768 and parameters: {'embedding_dim': 219, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:24:31,637] Trial 23 finished with value: -826.0641418924965 and parameters: {'embedding_dim': 165, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:25:42,033] Trial 24 finished with value: -2619.9659388668524 and parameters: {'embedding_dim': 193, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:26:30,925] Trial 25 finished with value: -3117.2478714709596 and parameters: {'embedding_dim': 256, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 4}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:27:42,327] Trial 26 finished with value: -33.545885708366114 and parameters: {'embedding_dim': 164, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:29:11,952] Trial 27 finished with value: -447.02543312053155 and parameters: {'embedding_dim': 208, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:30:38,511] Trial 28 finished with value: -55.73450485561443 and parameters: {'embedding_dim': 149, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:31:48,367] Trial 29 finished with value: -22.38751062699729 and parameters: {'embedding_dim': 240, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 14 with value: -4.155793338722654.
[I 2025-12-18 03:32:58,179] A new study created in memory with name: no-name-29f51c28-bb36-4103-8399-069f4dbf3242
[I 2025-12-18 03:33:01,340] Trial 0 finished with value: -301.2540139558903 and parameters: {'embedding_dim': 74, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 64, 'discriminator_steps': 1}. Best is trial 0 with value: -301.2540139558903.
[I 2025-12-18 03:33:06,204] Trial 1 finished with value: -17.209973892563312 and parameters: {'embedding_dim': 109, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 1 with value: -17.209973892563312.
[I 2025-12-18 03:33:13,435] Trial 2 finished with value: -28.71200439534447 and parameters: {'embedding_dim': 66, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 1 with value: -17.209973892563312.
[I 2025-12-18 03:33:18,458] Trial 3 finished with value: -67.76236925412145 and parameters: {'embedding_dim': 99, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 2}. Best is trial 1 with value: -17.209973892563312.
[I 2025-12-18 03:33:25,046] Trial 4 finished with value: -26.782411048513154 and parameters: {'embedding_dim': 123, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 3}. Best is trial 1 with value: -17.209973892563312.
[I 2025-12-18 03:33:28,325] Trial 5 finished with value: -170.86082426134527 and parameters: {'embedding_dim': 77, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 8, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 1 with value: -17.209973892563312.
[I 2025-12-18 03:33:33,068] Trial 6 finished with value: -14.534908214765343 and parameters: {'embedding_dim': 115, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 6 with value: -14.534908214765343.
[I 2025-12-18 03:33:40,255] Trial 7 finished with value: -87.22957376200802 and parameters: {'embedding_dim': 86, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 6 with value: -14.534908214765343.
[I 2025-12-18 03:33:44,808] Trial 8 finished with value: -23.375399242657416 and parameters: {'embedding_dim': 92, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 64, 'discriminator_steps': 1}. Best is trial 6 with value: -14.534908214765343.
[I 2025-12-18 03:33:49,600] Trial 9 finished with value: -73.18730361190514 and parameters: {'embedding_dim': 108, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 6 with value: -14.534908214765343.
[I 2025-12-18 03:33:54,598] Trial 10 finished with value: -35.67338132627458 and parameters: {'embedding_dim': 127, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 2}. Best is trial 6 with value: -14.534908214765343.
[I 2025-12-18 03:33:59,381] Trial 11 finished with value: -13.023499840071866 and parameters: {'embedding_dim': 112, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 11 with value: -13.023499840071866.
[I 2025-12-18 03:34:04,139] Trial 12 finished with value: -65.5154056879374 and parameters: {'embedding_dim': 115, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 11 with value: -13.023499840071866.
[I 2025-12-18 03:34:08,924] Trial 13 finished with value: -66.70059146144095 and parameters: {'embedding_dim': 117, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 11 with value: -13.023499840071866.
[I 2025-12-18 03:34:15,232] Trial 14 finished with value: -14.119666086080194 and parameters: {'embedding_dim': 103, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 3}. Best is trial 11 with value: -13.023499840071866.
[I 2025-12-18 03:34:22,491] Trial 15 finished with value: -3.941506401847286 and parameters: {'embedding_dim': 100, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:34:29,579] Trial 16 finished with value: -29.87131840600784 and parameters: {'embedding_dim': 92, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:34:36,761] Trial 17 finished with value: -5.598982241891541 and parameters: {'embedding_dim': 103, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:34:45,519] Trial 18 finished with value: -36.42400032974652 and parameters: {'embedding_dim': 86, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:34:53,886] Trial 19 finished with value: -16.867828214360273 and parameters: {'embedding_dim': 103, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:35:01,028] Trial 20 finished with value: -28.672346748356 and parameters: {'embedding_dim': 96, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:35:08,204] Trial 21 finished with value: -12.79103841313695 and parameters: {'embedding_dim': 109, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:35:15,399] Trial 22 finished with value: -47.07295923765333 and parameters: {'embedding_dim': 104, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:35:22,527] Trial 23 finished with value: -11.59687962817118 and parameters: {'embedding_dim': 120, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:35:29,725] Trial 24 finished with value: -8.623538831416859 and parameters: {'embedding_dim': 124, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:35:36,923] Trial 25 finished with value: -250.70707052491787 and parameters: {'embedding_dim': 126, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:35:44,118] Trial 26 finished with value: -93.34785774140131 and parameters: {'embedding_dim': 88, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:35:52,861] Trial 27 finished with value: -7.011152539844073 and parameters: {'embedding_dim': 81, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:36:00,051] Trial 28 finished with value: -9.783632600206817 and parameters: {'embedding_dim': 76, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:36:03,335] Trial 29 finished with value: -212.52279350451667 and parameters: {'embedding_dim': 80, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 15 with value: -3.941506401847286.
